"parameter","estimate","se","rse","file"
"TH_2",2.29,0.108,4.71615720524018,"NM_07_100.lst"
"TH_3",1.4,0.163,11.6428571428571,"NM_07_100.lst"
"TH_4",0.00032,0.00236,737.5,"NM_07_100.lst"
"TH_5",5.44,0.352,6.47058823529412,"NM_07_100.lst"
"TH_6",1.1,0.247,22.4545454545455,"NM_07_100.lst"
"TH_7",0.323,0.169,52.3219814241486,"NM_07_100.lst"
"TH_8",7.54,0.527,6.9893899204244,"NM_07_100.lst"
"TH_9",0.292,0.328,112.328767123288,"NM_07_100.lst"
"TH_1",0.177,0.0875,49.4350282485876,"NM_07_101.lst"
"TH_2",2.25,0.154,6.84444444444444,"NM_07_101.lst"
"TH_3",4.14,0.0656,1.58454106280193,"NM_07_101.lst"
"TH_4",1.45,0.208,14.3448275862069,"NM_07_101.lst"
"TH_5",0.318,0.0904,28.4276729559748,"NM_07_101.lst"
"TH_6",11.2,0.212,1.89285714285714,"NM_07_101.lst"
"TH_7",-0.0067,0.000672,10.0298507462687,"NM_07_101.lst"
"TH_8",1.77,0.00664,0.375141242937853,"NM_07_101.lst"
"TH_9",0.239,0.334,139.748953974895,"NM_07_101.lst"
"TH10",0.431,1.09,252.900232018562,"NM_07_101.lst"
"TH11",0.0682,0.000386,0.565982404692082,"NM_07_101.lst"
"TH12",-0.94,3.61,384.042553191489,"NM_07_101.lst"
"TH13",0.933,0.215,23.0439442658092,"NM_07_101.lst"
"TH14",4.44,0.00286,0.0644144144144144,"NM_07_101.lst"
"TH15",-0.00829,0.000379,4.57177322074789,"NM_07_101.lst"
"TH16",1.01,0.869,86.0396039603961,"NM_07_101.lst"
"TH_1",2.33,0.0759,3.25751072961373,"NM_07_103.lst"
"TH_2",0.579,0.14,24.1796200345423,"NM_07_103.lst"
"TH_3",5.1,0.279,5.47058823529412,"NM_07_103.lst"
"TH_4",0.297,0.183,61.6161616161616,"NM_07_103.lst"
"TH_5",7.48,0.648,8.66310160427807,"NM_07_103.lst"
"TH_6",0.43,0.362,84.1860465116279,"NM_07_103.lst"
"TH_7",0.12,0.134,111.666666666667,"NM_07_103.lst"
"TH_8",2.64,0.309,11.7045454545455,"NM_07_103.lst"
"TH_9",-0.00828,0.000528,6.3768115942029,"NM_07_103.lst"
"TH10",0.0701,0.0127,18.1169757489301,"NM_07_103.lst"
"TH11",0.452,0.512,113.274336283186,"NM_07_103.lst"
"TH12",10.5,5,47.6190476190476,"NM_07_103.lst"
"TH_1",-0.325,NA,NA,"NM_07_106.lst"
"TH_2",3.51,NA,NA,"NM_07_106.lst"
"TH_3",3.4,NA,NA,"NM_07_106.lst"
"TH_4",2.75,NA,NA,"NM_07_106.lst"
"TH_5",-0.834,NA,NA,"NM_07_106.lst"
"TH_6",3.83,NA,NA,"NM_07_106.lst"
"TH_7",-0.386,NA,NA,"NM_07_106.lst"
"TH_8",3.86,NA,NA,"NM_07_106.lst"
"TH_9",-0.00928,NA,NA,"NM_07_106.lst"
"TH10",-2.48,NA,NA,"NM_07_106.lst"
"TH11",0.0761,NA,NA,"NM_07_106.lst"
"TH12",-1.76e-05,NA,NA,"NM_07_106.lst"
"TH13",-5.29,NA,NA,"NM_07_106.lst"
"TH14",4.24,NA,NA,"NM_07_106.lst"
"TH_1",2.44,NA,NA,"NM_07_107.lst"
"TH_2",4.57,NA,NA,"NM_07_107.lst"
"TH_3",1.14,NA,NA,"NM_07_107.lst"
"TH_4",0.407,NA,NA,"NM_07_107.lst"
"TH_5",7.43,NA,NA,"NM_07_107.lst"
"TH_6",1.68,NA,NA,"NM_07_107.lst"
"TH_7",0.112,NA,NA,"NM_07_107.lst"
"TH_8",-0.00926,NA,NA,"NM_07_107.lst"
"TH_9",0.699,NA,NA,"NM_07_107.lst"
"TH10",8.42,NA,NA,"NM_07_107.lst"
"TH11",-0.00986,NA,NA,"NM_07_107.lst"
"TH_1",2.53,0.00171,0.0675889328063241,"NM_07_109.lst"
"TH_2",1.02,0.00024,0.0235294117647059,"NM_07_109.lst"
"TH_3",-0.476,0.00202,0.42436974789916,"NM_07_109.lst"
"TH_4",5.66,0.0013,0.0229681978798587,"NM_07_109.lst"
"TH_5",0.00317,0.00128,40.3785488958991,"NM_07_109.lst"
"TH_6",0.242,0.00203,0.838842975206612,"NM_07_109.lst"
"TH_7",9.03,0.00187,0.0207087486157254,"NM_07_109.lst"
"TH_8",0.00637,0.00201,31.5541601255887,"NM_07_109.lst"
"TH_1",2.34,0.0752,3.21367521367521,"NM_07_110.lst"
"TH_2",0.575,0.139,24.1739130434783,"NM_07_110.lst"
"TH_3",4.61,0.266,5.77006507592191,"NM_07_110.lst"
"TH_4",1.14,0.235,20.6140350877193,"NM_07_110.lst"
"TH_5",0.445,0.134,30.1123595505618,"NM_07_110.lst"
"TH_6",7.35,0.578,7.86394557823129,"NM_07_110.lst"
"TH_7",1.66,0.118,7.10843373493976,"NM_07_110.lst"
"TH_8",0.117,0.015,12.8205128205128,"NM_07_110.lst"
"TH_9",-0.00817,0.000597,7.30722154222766,"NM_07_110.lst"
"TH10",0.43,0.558,129.767441860465,"NM_07_110.lst"
"TH11",7.7,3.7,48.0519480519481,"NM_07_110.lst"
"TH_1",2.45,0.103,4.20408163265306,"NM_07_111.lst"
"TH_2",0.0896,0.158,176.339285714286,"NM_07_111.lst"
"TH_3",4.4,0.399,9.06818181818182,"NM_07_111.lst"
"TH_4",0.998,0.373,37.374749498998,"NM_07_111.lst"
"TH_5",12.7,1.16,9.13385826771654,"NM_07_111.lst"
"TH_6",-0.00643,0.000761,11.8351477449456,"NM_07_111.lst"
"TH_7",0.632,0.241,38.1329113924051,"NM_07_111.lst"
"TH_8",3.11,0.305,9.80707395498392,"NM_07_111.lst"
"TH_9",-0.00904,0.000434,4.80088495575221,"NM_07_111.lst"
"TH10",0.0254,0.35,1377.95275590551,"NM_07_111.lst"
"TH11",0.197,0.253,128.426395939086,"NM_07_111.lst"
"TH12",0.105,0.0128,12.1904761904762,"NM_07_111.lst"
"TH13",-0.00746,0.012,160.857908847185,"NM_07_111.lst"
"TH14",6.74,34.3,508.902077151335,"NM_07_111.lst"
"TH15",0.00931,0.243,2610.09667024705,"NM_07_111.lst"
"TH16",1.61,2.51,155.900621118012,"NM_07_111.lst"
"TH_1",2.33,0.0755,3.24034334763948,"NM_07_112.lst"
"TH_2",0.574,0.141,24.5644599303136,"NM_07_112.lst"
"TH_3",7.33,0.378,5.1568894952251,"NM_07_112.lst"
"TH_4",-0.00609,3.95e-05,0.648604269293924,"NM_07_112.lst"
"TH_5",9.01,0.513,5.69367369589345,"NM_07_112.lst"
"TH_6",0.278,0.189,67.9856115107914,"NM_07_112.lst"
"TH_7",1.42,0.179,12.6056338028169,"NM_07_112.lst"
"TH_8",0.15,0.241,160.666666666667,"NM_07_112.lst"
"TH_9",0.0668,0.0121,18.1137724550898,"NM_07_112.lst"
"TH10",0.134,0.761,567.910447761194,"NM_07_112.lst"
"TH11",10.7,5.13,47.9439252336449,"NM_07_112.lst"
"TH_1",3.14,NA,NA,"NM_07_113.lst"
"TH_2",-0.00503,NA,NA,"NM_07_113.lst"
"TH_3",0.393,NA,NA,"NM_07_113.lst"
"TH_4",-0.221,NA,NA,"NM_07_113.lst"
"TH_5",2.65,NA,NA,"NM_07_113.lst"
"TH_6",-0.00831,NA,NA,"NM_07_113.lst"
"TH_7",4.69,NA,NA,"NM_07_113.lst"
"TH_8",1.66,NA,NA,"NM_07_113.lst"
"TH_9",12.5,NA,NA,"NM_07_113.lst"
"TH10",-0.00668,NA,NA,"NM_07_113.lst"
"TH11",0.449,NA,NA,"NM_07_113.lst"
"TH_1",2.46,NA,NA,"NM_07_114.lst"
"TH_2",0.122,NA,NA,"NM_07_114.lst"
"TH_3",4.13,NA,NA,"NM_07_114.lst"
"TH_4",1.06,NA,NA,"NM_07_114.lst"
"TH_5",0.418,NA,NA,"NM_07_114.lst"
"TH_6",7.42,NA,NA,"NM_07_114.lst"
"TH_7",0.111,NA,NA,"NM_07_114.lst"
"TH_8",1.65,NA,NA,"NM_07_114.lst"
"TH_9",0.146,NA,NA,"NM_07_114.lst"
"TH10",0.116,NA,NA,"NM_07_114.lst"
"TH11",-0.00924,NA,NA,"NM_07_114.lst"
"TH12",0.346,NA,NA,"NM_07_114.lst"
"TH13",4.13,NA,NA,"NM_07_114.lst"
"TH14",1.86,NA,NA,"NM_07_114.lst"
"TH_1",2.48,0.00166,0.0669354838709677,"NM_07_115.lst"
"TH_2",4.87,0.00103,0.0211498973305955,"NM_07_115.lst"
"TH_3",1.11,0.00235,0.211711711711712,"NM_07_115.lst"
"TH_4",0.428,0.00277,0.647196261682243,"NM_07_115.lst"
"TH_5",0.496,0.00212,0.42741935483871,"NM_07_115.lst"
"TH_6",-0.0707,0.00212,2.998585572843,"NM_07_115.lst"
"TH_7",0.112,0.000665,0.59375,"NM_07_115.lst"
"TH_8",0.355,0.00155,0.436619718309859,"NM_07_115.lst"
"TH_9",0.0531,0.00208,3.91713747645951,"NM_07_115.lst"
"TH10",7.49,0.00784,0.104672897196262,"NM_07_115.lst"
"TH11",0.946,0.0021,0.221987315010571,"NM_07_115.lst"
"TH_1",2.48,0.00164,0.0661290322580645,"NM_07_116.lst"
"TH_2",4.51,0.000955,0.0211751662971175,"NM_07_116.lst"
"TH_3",0.301,0.0985,32.7242524916944,"NM_07_116.lst"
"TH_4",7.03,0.00371,0.052773826458037,"NM_07_116.lst"
"TH_5",0.192,0.105,54.6875,"NM_07_116.lst"
"TH_6",1.68,0.000354,0.0210714285714286,"NM_07_116.lst"
"TH_7",1.93,0.408,21.139896373057,"NM_07_116.lst"
"TH_8",0.0152,0.000654,4.30263157894737,"NM_07_116.lst"
"TH_9",0.0734,0.00199,2.71117166212534,"NM_07_116.lst"
"TH10",3.65,0.00168,0.046027397260274,"NM_07_116.lst"
"TH_1",2.46,0.0774,3.14634146341463,"NM_07_118.lst"
"TH_2",0.571,0.129,22.5919439579685,"NM_07_118.lst"
"TH_3",1.57,0.234,14.9044585987261,"NM_07_118.lst"
"TH_4",-0.00668,0.00101,15.1197604790419,"NM_07_118.lst"
"TH_5",0.118,0.203,172.033898305085,"NM_07_118.lst"
"TH_6",6.43,0.673,10.4665629860031,"NM_07_118.lst"
"TH_7",1.06,0.435,41.0377358490566,"NM_07_118.lst"
"TH_8",0.271,0.0936,34.5387453874539,"NM_07_118.lst"
"TH_9",12.1,1.27,10.495867768595,"NM_07_118.lst"
"TH10",-0.00671,0.000671,10,"NM_07_118.lst"
"TH_1",2.31,0.0774,3.35064935064935,"NM_07_119.lst"
"TH_2",0.589,0.143,24.2784380305603,"NM_07_119.lst"
"TH_3",5.14,0.268,5.21400778210117,"NM_07_119.lst"
"TH_4",0.296,0.191,64.527027027027,"NM_07_119.lst"
"TH_5",7.51,0.666,8.86817576564581,"NM_07_119.lst"
"TH_6",0.453,0.36,79.4701986754967,"NM_07_119.lst"
"TH_7",0.105,0.156,148.571428571429,"NM_07_119.lst"
"TH_8",2.66,0.338,12.7067669172932,"NM_07_119.lst"
"TH_9",-0.00834,0.000502,6.01918465227818,"NM_07_119.lst"
"TH10",0.0927,0.0141,15.210355987055,"NM_07_119.lst"
"TH11",0.145,0.263,181.379310344828,"NM_07_119.lst"
"TH12",0.675,1.97,291.851851851852,"NM_07_119.lst"
"TH13",0.677,2.17,320.531757754801,"NM_07_119.lst"
"TH_1",2.39,NA,NA,"NM_07_120.lst"
"TH_2",0.624,NA,NA,"NM_07_120.lst"
"TH_3",-0.187,NA,NA,"NM_07_120.lst"
"TH_4",3.04,NA,NA,"NM_07_120.lst"
"TH_5",-0.00864,NA,NA,"NM_07_120.lst"
"TH_6",0.161,NA,NA,"NM_07_120.lst"
"TH_7",4.49,NA,NA,"NM_07_120.lst"
"TH_8",1.32,NA,NA,"NM_07_120.lst"
"TH_9",13.4,NA,NA,"NM_07_120.lst"
"TH10",-0.00669,NA,NA,"NM_07_120.lst"
"TH11",0.532,NA,NA,"NM_07_120.lst"
"TH_1",2.61,0.15,5.74712643678161,"NM_08_006.lst"
"TH_2",0.395,0.0479,12.126582278481,"NM_08_006.lst"
"TH_3",0.0181,0.0142,78.4530386740332,"NM_08_006.lst"
"TH_4",10.1,0.0478,0.473267326732673,"NM_08_006.lst"
"TH_5",9.28,0.0119,0.12823275862069,"NM_08_006.lst"
"TH_6",0.864,0.178,20.6018518518519,"NM_08_006.lst"
"TH_1",-0.0366,0.0676,184.699453551913,"NM_08_007.lst"
"TH_2",2.35,0.11,4.68085106382979,"NM_08_007.lst"
"TH_3",0.659,0.18,27.3141122913505,"NM_08_007.lst"
"TH_4",4.67,0.265,5.6745182012848,"NM_08_007.lst"
"TH_5",1.1,0.243,22.0909090909091,"NM_08_007.lst"
"TH_6",0.283,0.197,69.6113074204947,"NM_08_007.lst"
"TH_7",7.6,0.738,9.71052631578947,"NM_08_007.lst"
"TH_8",0.425,0.334,78.5882352941177,"NM_08_007.lst"
"TH_9",0.233,0.21,90.1287553648069,"NM_08_007.lst"
"TH10",1.45,0.211,14.551724137931,"NM_08_007.lst"
"TH11",0.221,0.22,99.5475113122172,"NM_08_007.lst"
"TH12",0.08,0.0116,14.5,"NM_08_007.lst"
"TH13",0.05,0,0,"NM_08_007.lst"
"TH14",7.72,2.17,28.1088082901554,"NM_08_007.lst"
"TH15",1.17,1.25,106.837606837607,"NM_08_007.lst"
"TH_1",3.33,0.105,3.15315315315315,"NM_08_008.lst"
"TH_2",-0.00526,0.000371,7.0532319391635,"NM_08_008.lst"
"TH_3",5.06,0.503,9.94071146245059,"NM_08_008.lst"
"TH_4",-0.00411,0.00101,24.5742092457421,"NM_08_008.lst"
"TH_5",1.22,0.242,19.8360655737705,"NM_08_008.lst"
"TH_6",7.52,0.47,6.25,"NM_08_008.lst"
"TH_7",0.911,0.288,31.6136114160263,"NM_08_008.lst"
"TH_8",1.86,0.145,7.79569892473118,"NM_08_008.lst"
"TH_9",0.142,0.026,18.3098591549296,"NM_08_008.lst"
"TH10",-0.182,0.664,364.835164835165,"NM_08_008.lst"
"TH11",2.88,0.322,11.1805555555556,"NM_08_008.lst"
"TH_1",3.33,0.105,3.15315315315315,"NM_08_008_100.lst"
"TH_2",-0.00526,0.000371,7.0532319391635,"NM_08_008_100.lst"
"TH_3",5.06,0.503,9.94071146245059,"NM_08_008_100.lst"
"TH_4",-0.00411,0.00101,24.5742092457421,"NM_08_008_100.lst"
"TH_5",1.22,0.242,19.8360655737705,"NM_08_008_100.lst"
"TH_6",7.52,0.47,6.25,"NM_08_008_100.lst"
"TH_7",0.911,0.288,31.6136114160263,"NM_08_008_100.lst"
"TH_8",1.86,0.145,7.79569892473118,"NM_08_008_100.lst"
"TH_9",0.142,0.026,18.3098591549296,"NM_08_008_100.lst"
"TH10",-0.182,0.664,364.835164835165,"NM_08_008_100.lst"
"TH11",2.88,0.322,11.1805555555556,"NM_08_008_100.lst"
"TH_1",-0.0262,0.241,919.847328244275,"NM_08_009.lst"
"TH_2",2.39,32.5,1359.83263598326,"NM_08_009.lst"
"TH_3",0.635,1.33,209.448818897638,"NM_08_009.lst"
"TH_4",4.08,1.12,27.4509803921569,"NM_08_009.lst"
"TH_5",1.35,0.548,40.5925925925926,"NM_08_009.lst"
"TH_6",8.85,2890,32655.3672316384,"NM_08_009.lst"
"TH_7",1.97,646,32791.8781725888,"NM_08_009.lst"
"TH_8",-0.00302,2.77,91721.8543046358,"NM_08_009.lst"
"TH_9",0.251,0.0171,6.81274900398406,"NM_08_009.lst"
"TH10",0.511,48.3,9452.05479452055,"NM_08_009.lst"
"TH11",0.0614,0.000157,0.255700325732899,"NM_08_009.lst"
"TH12",0.616,0.52,84.4155844155844,"NM_08_009.lst"
"TH13",2.86,0.583,20.3846153846154,"NM_08_009.lst"
"TH14",1.09,0.309,28.348623853211,"NM_08_009.lst"
"TH_1",0.0634,0.017,26.813880126183,"NM_08_010.lst"
"TH_2",-5.28,5.51,104.356060606061,"NM_08_010.lst"
"TH_3",5.25,0.973,18.5333333333333,"NM_08_010.lst"
"TH_4",1.17,0.732,62.5641025641026,"NM_08_010.lst"
"TH_5",0.804,1.99,247.512437810945,"NM_08_010.lst"
"TH_6",350,1980,565.714285714286,"NM_08_010.lst"
"TH_7",0.948,6.15,648.73417721519,"NM_08_010.lst"
"TH_8",2.27,0.0858,3.77973568281938,"NM_08_010.lst"
"TH_9",0.813,0.144,17.7121771217712,"NM_08_010.lst"
"TH10",1.6,0.15,9.375,"NM_08_010.lst"
"TH11",-0.00167,0.0017,101.796407185629,"NM_08_010.lst"
"TH12",0.434,0.115,26.4976958525346,"NM_08_010.lst"
"TH13",7.09,0.475,6.69957686882934,"NM_08_010.lst"
"TH_1",2.45,NA,NA,"NM_08_011.lst"
"TH_2",0.59,NA,NA,"NM_08_011.lst"
"TH_3",1.01,NA,NA,"NM_08_011.lst"
"TH_4",6.81,NA,NA,"NM_08_011.lst"
"TH_5",1.35,NA,NA,"NM_08_011.lst"
"TH_6",12.4,NA,NA,"NM_08_011.lst"
"TH_7",-0.00607,NA,NA,"NM_08_011.lst"
"TH_8",0.509,NA,NA,"NM_08_011.lst"
"TH_1",2.46,NA,NA,"NM_08_012.lst"
"TH_2",0.141,NA,NA,"NM_08_012.lst"
"TH_3",4.13,NA,NA,"NM_08_012.lst"
"TH_4",0.982,NA,NA,"NM_08_012.lst"
"TH_5",3.27,NA,NA,"NM_08_012.lst"
"TH_6",0.0402,NA,NA,"NM_08_012.lst"
"TH_7",0.99,NA,NA,"NM_08_012.lst"
"TH_8",0.31,NA,NA,"NM_08_012.lst"
"TH_9",0.52,NA,NA,"NM_08_012.lst"
"TH10",0.0417,NA,NA,"NM_08_012.lst"
"TH11",0.00668,NA,NA,"NM_08_012.lst"
"TH12",0.218,NA,NA,"NM_08_012.lst"
"TH13",1.08,NA,NA,"NM_08_012.lst"
"TH14",0.872,NA,NA,"NM_08_012.lst"
"TH15",0.05,NA,NA,"NM_08_012.lst"
"TH16",3.56,NA,NA,"NM_08_012.lst"
"TH_1",2.47,NA,NA,"NM_08_013.lst"
"TH_2",0.601,NA,NA,"NM_08_013.lst"
"TH_3",-0.298,NA,NA,"NM_08_013.lst"
"TH_4",0.769,NA,NA,"NM_08_013.lst"
"TH_5",1.36,NA,NA,"NM_08_013.lst"
"TH_6",14.4,NA,NA,"NM_08_013.lst"
"TH_7",-0.00774,NA,NA,"NM_08_013.lst"
"TH_8",0.706,NA,NA,"NM_08_013.lst"
"TH_9",0.39,NA,NA,"NM_08_013.lst"
"TH10",10.3,NA,NA,"NM_08_013.lst"
"TH11",-0.00613,NA,NA,"NM_08_013.lst"
"TH12",0.263,NA,NA,"NM_08_013.lst"
"TH_1",0.299,NA,NA,"NM_08_014.lst"
"TH_2",2.16,NA,NA,"NM_08_014.lst"
"TH_3",0.303,NA,NA,"NM_08_014.lst"
"TH_4",4.66,NA,NA,"NM_08_014.lst"
"TH_5",-0.0118,NA,NA,"NM_08_014.lst"
"TH_6",11.6,NA,NA,"NM_08_014.lst"
"TH_7",1.5,NA,NA,"NM_08_014.lst"
"TH_8",0.863,NA,NA,"NM_08_014.lst"
"TH_9",-5.59,NA,NA,"NM_08_014.lst"
"TH10",0.0504,NA,NA,"NM_08_014.lst"
"TH11",1.09,NA,NA,"NM_08_014.lst"
"TH12",0.782,NA,NA,"NM_08_014.lst"
"TH13",4.99,NA,NA,"NM_08_014.lst"
"TH14",0.408,NA,NA,"NM_08_014.lst"
"TH_1",2.56,NA,NA,"NM_08_015.lst"
"TH_2",1.29,NA,NA,"NM_08_015.lst"
"TH_3",5.57,NA,NA,"NM_08_015.lst"
"TH_4",0.00443,NA,NA,"NM_08_015.lst"
"TH_5",0.437,NA,NA,"NM_08_015.lst"
"TH_6",7.13,NA,NA,"NM_08_015.lst"
"TH_7",0.000911,NA,NA,"NM_08_015.lst"
"TH_8",-0.43,NA,NA,"NM_08_015.lst"
"TH_1",-0.0728,NA,NA,"NM_08_016.lst"
"TH_2",2.43,NA,NA,"NM_08_016.lst"
"TH_3",0.741,NA,NA,"NM_08_016.lst"
"TH_4",4.15,NA,NA,"NM_08_016.lst"
"TH_5",1.32,NA,NA,"NM_08_016.lst"
"TH_6",0.274,NA,NA,"NM_08_016.lst"
"TH_7",10.1,NA,NA,"NM_08_016.lst"
"TH_8",-0.00532,NA,NA,"NM_08_016.lst"
"TH_9",0.173,NA,NA,"NM_08_016.lst"
"TH10",3.54,NA,NA,"NM_08_016.lst"
"TH11",-0.0093,NA,NA,"NM_08_016.lst"
"TH12",0.151,NA,NA,"NM_08_016.lst"
"TH13",-0.00997,NA,NA,"NM_08_016.lst"
"TH14",5.24,NA,NA,"NM_08_016.lst"
"TH15",-0.0091,NA,NA,"NM_08_016.lst"
"TH16",1.64,NA,NA,"NM_08_016.lst"
"TH_1",3.35,0.112,3.34328358208955,"NM_08_017.lst"
"TH_2",-0.0051,0.000425,8.33333333333333,"NM_08_017.lst"
"TH_3",3.05,0.266,8.72131147540984,"NM_08_017.lst"
"TH_4",-0.00904,0.00032,3.53982300884956,"NM_08_017.lst"
"TH_5",0.745,0.284,38.1208053691275,"NM_08_017.lst"
"TH_6",4.83,0.273,5.65217391304348,"NM_08_017.lst"
"TH_7",13.8,1.09,7.89855072463768,"NM_08_017.lst"
"TH_8",-0.00685,0.000626,9.13868613138686,"NM_08_017.lst"
"TH_9",0.91,0.212,23.2967032967033,"NM_08_017.lst"
"TH_1",2.38,0.0771,3.23949579831933,"NM_08_018.lst"
"TH_2",0.568,0.14,24.6478873239437,"NM_08_018.lst"
"TH_3",2.72,0.242,8.89705882352941,"NM_08_018.lst"
"TH_4",-0.00846,0.000473,5.59101654846336,"NM_08_018.lst"
"TH_5",4.77,0.283,5.93291404612159,"NM_08_018.lst"
"TH_6",1.27,0.236,18.5826771653543,"NM_08_018.lst"
"TH_7",14.8,1.08,7.2972972972973,"NM_08_018.lst"
"TH_8",-0.00736,0.000579,7.86684782608696,"NM_08_018.lst"
"TH_1",2.45,NA,NA,"NM_08_019.lst"
"TH_2",0.635,NA,NA,"NM_08_019.lst"
"TH_3",3.33,NA,NA,"NM_08_019.lst"
"TH_4",6.7,NA,NA,"NM_08_019.lst"
"TH_5",0.921,NA,NA,"NM_08_019.lst"
"TH_6",1.75,NA,NA,"NM_08_019.lst"
"TH_7",0.396,NA,NA,"NM_08_019.lst"
"TH_8",0.206,NA,NA,"NM_08_019.lst"
"TH_9",0.176,NA,NA,"NM_08_019.lst"
"TH10",5.88,NA,NA,"NM_08_019.lst"
"TH11",-0.0086,NA,NA,"NM_08_019.lst"
"TH_1",0.02,0,0,"NM_08_020.lst"
"TH_2",2.49,0.284,11.4056224899598,"NM_08_020.lst"
"TH_3",19.6,2.84,14.4897959183673,"NM_08_020.lst"
"TH_4",-0.00433,0.00272,62.8175519630485,"NM_08_020.lst"
"TH_5",177,3590,2028.24858757062,"NM_08_020.lst"
"TH_6",0.678,15.5,2286.13569321534,"NM_08_020.lst"
"TH_7",0.639,24,3755.86854460094,"NM_08_020.lst"
"TH_1",1.25,0.0601,4.808,"NM_08_021.lst"
"TH_2",1.24,0.000962,0.0775806451612903,"NM_08_021.lst"
"TH_3",0.531,0.000568,0.106967984934087,"NM_08_021.lst"
"TH_4",0.0173,0.00197,11.3872832369942,"NM_08_021.lst"
"TH_5",0.118,0.00201,1.70338983050847,"NM_08_021.lst"
"TH_6",-0.28,0.107,38.2142857142857,"NM_08_021.lst"
"TH_7",12.2,1.59,13.0327868852459,"NM_08_021.lst"
"TH_8",0.194,0.00201,1.0360824742268,"NM_08_021.lst"
"TH_9",-0.731,0.0281,3.84404924760602,"NM_08_021.lst"
"TH10",1.48,0.00517,0.349324324324324,"NM_08_021.lst"
"TH11",0.654,0.00204,0.311926605504587,"NM_08_021.lst"
"TH_1",2.43,0.0749,3.08230452674897,"NM_08_022.lst"
"TH_2",0.556,0.131,23.5611510791367,"NM_08_022.lst"
"TH_3",1.47,0.113,7.68707482993197,"NM_08_022.lst"
"TH_4",0.56,0.153,27.3214285714286,"NM_08_022.lst"
"TH_5",4.6,0.351,7.6304347826087,"NM_08_022.lst"
"TH_6",0.134,0.153,114.179104477612,"NM_08_022.lst"
"TH_7",8.3,0.634,7.63855421686747,"NM_08_022.lst"
"TH_8",0.685,0.368,53.7226277372263,"NM_08_022.lst"
"TH_1",2.33,0.0756,3.24463519313305,"NM_08_023.lst"
"TH_2",0.584,0.139,23.8013698630137,"NM_08_023.lst"
"TH_3",4.57,0.257,5.62363238512035,"NM_08_023.lst"
"TH_4",1.18,0.245,20.7627118644068,"NM_08_023.lst"
"TH_5",9.12,0.5,5.48245614035088,"NM_08_023.lst"
"TH_6",-0.0204,0.103,504.901960784314,"NM_08_023.lst"
"TH_7",2.99,0.342,11.438127090301,"NM_08_023.lst"
"TH_8",-0.0086,0.000465,5.40697674418605,"NM_08_023.lst"
"TH_9",0.0726,0.0113,15.564738292011,"NM_08_023.lst"
"TH10",10.5,4.75,45.2380952380952,"NM_08_023.lst"
"TH_1",3.08,0.132,4.28571428571429,"NM_08_024.lst"
"TH_2",-0.00333,0.000655,19.6696696696697,"NM_08_024.lst"
"TH_3",0.382,0.178,46.5968586387435,"NM_08_024.lst"
"TH_4",0.902,0.103,11.4190687361419,"NM_08_024.lst"
"TH_5",7.39,0.593,8.02435723951286,"NM_08_024.lst"
"TH_6",9.52,0.518,5.44117647058824,"NM_08_024.lst"
"TH_1",0.2,NA,NA,"NM_08_025.lst"
"TH_2",2.26,NA,NA,"NM_08_025.lst"
"TH_3",1.53,NA,NA,"NM_08_025.lst"
"TH_4",0.0439,NA,NA,"NM_08_025.lst"
"TH_5",4.74,NA,NA,"NM_08_025.lst"
"TH_6",1.52,NA,NA,"NM_08_025.lst"
"TH_7",0.196,NA,NA,"NM_08_025.lst"
"TH_8",12,NA,NA,"NM_08_025.lst"
"TH_9",-0.00618,NA,NA,"NM_08_025.lst"
"TH10",0.187,NA,NA,"NM_08_025.lst"
"TH_1",2.35,0.00727,0.30936170212766,"NM_08_027.lst"
"TH_2",0.558,0.0089,1.59498207885305,"NM_08_027.lst"
"TH_3",4.1,0.00245,0.0597560975609756,"NM_08_027.lst"
"TH_4",1.36,0.00393,0.288970588235294,"NM_08_027.lst"
"TH_5",0.337,0.0029,0.86053412462908,"NM_08_027.lst"
"TH_6",7.47,0.00432,0.0578313253012048,"NM_08_027.lst"
"TH_7",0.103,1.41,1368.93203883495,"NM_08_027.lst"
"TH_8",1.77,1.67,94.3502824858757,"NM_08_027.lst"
"TH_9",0.18,0.00292,1.62222222222222,"NM_08_027.lst"
"TH10",0.121,0.000335,0.276859504132231,"NM_08_027.lst"
"TH11",-0.00879,0.000831,9.45392491467577,"NM_08_027.lst"
"TH12",1.47,0.00425,0.289115646258503,"NM_08_027.lst"
"TH13",2.1,0.00467,0.222380952380952,"NM_08_027.lst"
"TH_1",2.42,0.0758,3.13223140495868,"NM_08_028.lst"
"TH_2",0.476,0.134,28.1512605042017,"NM_08_028.lst"
"TH_3",3.38,0.237,7.01183431952663,"NM_08_028.lst"
"TH_4",-0.00939,0.000225,2.3961661341853,"NM_08_028.lst"
"TH_5",4.84,0.275,5.68181818181818,"NM_08_028.lst"
"TH_6",0.224,0.125,55.8035714285714,"NM_08_028.lst"
"TH_7",12.8,1.13,8.828125,"NM_08_028.lst"
"TH_8",-0.00692,0.000589,8.51156069364162,"NM_08_028.lst"
"TH_9",0.459,0.256,55.7734204793028,"NM_08_028.lst"
"TH_1",2.4,NA,NA,"NM_08_029.lst"
"TH_2",0.574,NA,NA,"NM_08_029.lst"
"TH_3",0.374,NA,NA,"NM_08_029.lst"
"TH_4",1.08,NA,NA,"NM_08_029.lst"
